ID,Rotor speed,Gear Temp.,Generator rotation,Env. Temp.,Output,Voltage,Windspeed
572,23.62,65.5,958,10,373,401.44,28.98
573,25.39,62.3,2832,8,310,399.39,29.22
574,28.49,61.8,759,9,385,396.07,29.96
575,24.18,68.2,2773,8,363,400.41,29.62
576,28.34,64.6,2746,10,346,402.01,29.57
577,27.13,63.1,2073,3,302,402.62,28.92
578,28.14,60.5,636,8,340,399.46,28.71
579,27.24,69,1238,10,322,402.49,28.16
580,28.43,70,2072,4,316,400.35,27.57
581,28.26,65.6,2750,9,315,397.88,28.48
582,23.42,61.9,918,8,325,401.62,28.46
583,25.27,70.9,2476,8,333,402.81,27.5
584,27.71,61.8,2407,5,350,396.35,27.46
585,24.08,67.8,3042,9,358,396.83,27.24
586,26.38,67.7,1549,8,379,401.16,27.77
587,24.87,62.8,2748,10,318,400.31,28.08
588,25.43,64.5,3309,9,341,401.94,28.58
589,27.22,62.7,2397,10,308,396.58,29.26
590,25.99,70.3,1552,7,339,399.23,28.6
591,24.92,66.6,1774,4,304,397.99,28.16
592,24.63,65.8,2747,9,318,401.3,27.3
593,23.22,66.2,2707,8,316,400.2,27.63
594,26.85,66.1,2396,7,359,396.7,26.88
595,24.05,67.1,2589,9,356,401.21,27.32
596,22.58,63.4,2395,9,363,402.41,27.15
597,25.24,63.1,1700,2,347,399.87,26.76
598,25.75,61.1,1637,9,333,401.52,27.52
599,27.96,61.8,902,9,306,403.24,28.08
600,28.57,67.7,1127,6,338,401.18,28.48
601,28.28,65.6,503,3,328,401.76,29.12
602,25.79,61,572,7,338,396.35,29.44
603,24.93,67,3286,10,358,398.58,29.13
604,25.53,63.4,2763,10,360,400.47,28.38
605,27.53,65.6,634,3,319,399.48,28.05
606,26.75,64.6,1019,8,354,401.72,28.86
607,24.88,66.5,655,9,337,399.17,28.05
608,24.13,63,2506,10,330,399.66,27.86
609,23.99,68.2,2803,9,307,397.03,28.13
610,23.72,67.9,2635,3,338,399.74,28.78
611,26.32,61.8,1704,6,314,396.6,29.62
612,25.83,70,1092,8,326,397.21,30.4
613,28.45,64.6,717,9,363,396.95,29.51
614,28.34,59.3,628,5,313,402.96,29.91
615,28.54,64.6,2532,10,322,399.3,29.6
616,28.78,66.7,2889,10,341,397.7,29.4
617,28.49,62.6,2369,7,332,399.63,28.77
618,28.87,61.9,1801,6,370,396.13,29.04
619,25.97,67.3,538,10,340,396.91,29.92
620,26.36,63.7,2232,8,316,397.75,29.69
621,25.05,64.1,2424,8,386,402.09,29.51
622,25.91,63.4,1954,9,369,402.3,30.26
623,25.93,66.1,2152,5,349,397.03,30.6
624,27.12,65.2,1777,10,372,398.16,30.11
625,24.54,67.7,3444,10,339,402.57,30.72
626,28.21,61.1,989,10,303,398.14,31.2
627,29.08,63.7,909,10,342,403.82,32.1
628,29.57,68.4,2955,9,362,398.81,31.86
629,28.4,62.3,3462,9,338,397.49,32.26
630,30.4,65.9,3017,10,344,397.87,32.55
631,27.14,66.1,2716,8,305,400.95,32.28
632,25.7,65.4,2169,2,387,400.46,31.97
633,30.62,68.7,899,6,301,399.15,32.91
634,25.63,65.8,704,9,302,397.36,32.11
635,24.94,61,811,10,370,398.83,31.36
636,25.49,70.3,2232,8,359,399.16,31.53
637,27.01,68,2362,10,359,396.58,32.06
638,30.12,68.1,1413,2,333,398.91,32.92
639,30.65,63.1,1835,8,394,397.72,33.49
640,26.81,70.2,1966,6,326,403.8,33.05
641,31.08,68.3,2698,7,355,401.64,33.85
642,29.36,70.1,3772,8,326,403.45,33.35
643,26.95,66.4,3051,5,386,403.55,33.81
644,29.45,69.7,2625,9,338,399.21,33.63
645,26.92,70.5,2558,8,364,400.8,33.84
646,29.34,64,2465,8,355,403.91,33.94
647,26.89,70.8,1945,4,366,396.46,33.39
648,29.99,65.3,3594,8,355,401.06,34.02
649,30.86,69.3,1886,10,353,396.2,34.42
650,27.99,62.2,3230,3,335,398.25,34.78
651,31.44,69.8,2599,9,313,399.15,34.82
652,30.51,70.2,3274,8,405,397.26,35.42
653,26.95,70.8,3271,8,389,401.35,34.6
654,31.43,67.3,2533,3,321,399.11,34.45
655,30.29,61.9,2646,6,355,399.74,34.89
656,32.61,63.6,3798,9,327,397.78,35.86
657,28.58,62.7,3953,5,352,397,35.82
658,26.79,68.7,3674,5,315,401.15,35.11
659,30.93,61.6,1912,6,362,401.74,34.72
660,30.18,62.7,1192,7,380,397.85,35.18
661,29.19,68.2,2497,5,352,399.85,35.4
662,30.03,61.9,703,3,347,398.38,35.19
663,31.31,62.8,3839,6,391,403.6,35.98
664,31.32,61.6,2050,9,357,396.84,35.91
665,30.19,66.6,1896,10,372,398.32,36.72
666,31.44,66.4,4073,7,369,400.58,37.66
667,30.41,62,2307,10,338,403.26,36.87
668,28.64,69.6,3185,10,326,400.67,36.79
669,27.42,64.9,1146,10,322,402.63,36.18
670,32.14,66.3,2810,8,402,397.15,36.54
671,30.49,65.1,2762,6,344,401.83,36.01
672,32.65,70.1,3996,3,407,402.72,36.56
673,31.53,67.1,544,8,377,400.99,37.46
674,30.66,64.5,886,9,328,401.52,37.54
675,29.05,71.2,3972,7,320,399.77,37.2
676,31.53,62.5,2603,4,308,398.42,36.9
677,31.09,62.9,2917,8,362,397.27,36.49
678,30.84,69.8,1548,8,327,399.87,36.82
679,28.7,63.3,2586,1,373,396.65,36.43
680,29.05,68.7,2133,9,408,402.55,37.02
681,30.4,67.6,1160,4,404,400.18,36.2
682,31.38,66.8,2658,9,332,403.12,35.4
683,28.92,66.8,3449,10,384,396.78,35.07
684,28.36,66.8,3968,9,327,398.58,36.02
685,32.01,61.8,1546,5,351,397.37,35.79
686,28.73,69.2,3376,10,343,397.85,36.38
687,32.08,70.1,3660,6,403,399.51,36.33
688,27.6,65.7,2868,4,324,400.09,36.46
689,29.62,69.1,3879,10,408,400.13,36.68
690,31.89,67.2,1915,8,406,402.17,36.2
691,30.69,66.5,3710,8,403,401.42,35.91
692,27.6,61,587,10,364,403.98,36.46
693,29.42,67.9,2495,6,308,398.68,35.75
694,30.7,66.9,1881,10,342,398.7,35.97
695,28.91,62.4,2522,3,370,399.91,36.29
696,28.77,68.7,3705,9,345,399.58,35.49
697,30.65,70.3,3347,10,370,403.49,34.52
698,29.03,66,2790,4,320,399.69,34.58
699,26.58,70.1,3057,4,377,402.51,34.59
700,28.86,66.6,3070,10,328,397.17,35.25
701,28.84,62.4,1610,10,340,397.92,34.9
702,27.82,71.4,3998,5,337,400.99,35.4
703,27.09,70.3,1929,10,351,402.82,34.96
704,27.34,64.8,1330,9,350,396.51,34.64
705,28.26,62.4,3425,10,322,402.74,33.72
706,27.09,66.5,3731,10,331,402.95,32.84
707,30.53,66.5,973,9,391,397.14,32.78
708,26.27,64.4,3186,9,310,396.98,32.53
709,29.67,69.1,934,10,343,398.54,32.74
710,30.02,66.2,2268,10,322,402.01,32.73
711,26.87,68.2,3575,8,362,396.56,32.91
712,31.12,64.7,1641,6,376,398,33.4
713,26.74,62.4,2235,7,302,400.46,33.51
714,31.74,68,3682,7,345,402.61,33.87
715,30.78,65.3,1292,8,324,403.82,33.1
716,31.19,70.3,1791,9,378,401.3,33.83
717,29.69,66.2,3332,8,328,396.35,33.99
718,28.28,66.6,2661,8,318,402.62,33.24
719,29.96,60.7,1342,5,357,397.55,33.36
720,27.08,62.3,663,2,362,402.88,32.7
721,26.55,68.4,1192,9,371,396.98,31.94
722,29.96,67.8,1582,7,325,401.07,32.24
723,28.41,65.2,1483,10,311,398.39,31.97
724,30.28,67.6,3715,5,331,399.02,32.4
725,27.64,64.8,2392,7,357,401.31,33.3
726,26.34,62.4,1903,9,369,401.45,33.34
727,29.38,66.2,3246,7,317,403.74,34.18
728,28.66,67.7,2402,4,365,397.74,33.26
729,29.89,69.4,2254,7,328,402.93,33.3
730,31.58,67,938,7,366,400.4,33.33
731,27.38,64.1,3836,8,347,398.26,33.95
732,30.4,68.5,2150,6,359,398.5,33.98
733,31.65,61.9,2352,1,305,401.15,33.33
734,28.06,64.7,3032,10,328,398.5,32.72
735,28.61,64.9,2493,7,349,397.13,33.32
736,29.41,71.6,3282,10,391,398.48,33.77
737,27.64,67.5,3475,9,307,398.55,34.66
738,32.08,65.9,1543,7,356,401.1,35.56
739,31.62,65.5,562,10,343,401.22,34.9
740,30.87,61.5,2332,9,352,402.84,34.08
741,30.91,64.4,3282,10,371,403.58,34.39
742,26.83,66.2,2054,10,319,403.59,33.81
743,26.08,63.6,2975,6,359,396.99,33.6
744,31.2,64.7,2374,10,392,397.35,33.26
745,29.04,66.7,550,10,327,401.55,32.65
746,26.69,63.6,1145,5,358,401.26,33.57
747,29.78,63.6,1801,8,306,403.6,33.13
748,26.11,65.5,1869,4,361,397.73,32.59
749,25.39,67.1,1632,2,391,401.96,32.08
750,24.75,69.2,1916,7,322,399.39,31.26
751,26.67,67.9,1328,8,341,396.24,31.09
752,29.12,66.3,1353,9,309,400.4,30.43
753,25.27,65.9,1087,6,354,403.79,30.94
754,25.79,61.5,2290,7,316,400.61,31.63
755,27.1,69.3,1141,8,316,400.04,31.5
756,30.06,66.3,792,9,371,398.01,30.77
757,28.16,68.9,2983,8,371,402.89,30.94
758,26.36,62.9,2553,10,359,396.26,31.21
759,28.31,62.2,858,9,305,398.67,31.29
760,29.43,64.9,2594,7,325,402.99,31.57
761,26.89,69.3,2634,10,388,403.71,31.05
762,28.44,66.3,1018,10,340,402.15,30.64
763,25.38,61.9,2187,2,342,398.85,30.09
764,29.45,66.7,553,9,368,397.41,30.57
765,26.88,62,737,9,380,397.35,30.34
766,29.6,61,545,7,363,399.02,29.37
767,28.67,65.2,3432,6,319,397.24,29.46
768,26.94,63.3,2066,10,381,400.64,30.03
769,30.04,62.3,2789,7,383,398.39,30.39
770,27,67,1518,6,303,396.28,30.82
771,25.74,70.4,3625,7,377,397.61,31.45
772,25.23,61.8,888,5,324,397.99,30.83
773,26.92,65.9,1409,10,316,402.94,30.61
774,24.98,69.6,2809,8,381,403.51,29.68
775,25.51,66.9,952,3,349,396.48,30.61
776,26.43,67.4,3393,9,332,399.67,31.42
777,25.38,69.2,3600,10,301,400.69,31.16
778,25.72,69.6,2542,7,376,403.9,30.9
779,25.04,61.9,1032,6,330,397.85,31.14
780,29.15,66.7,626,5,374,397.75,31.06
781,24.8,65.9,1781,5,313,399.32,30.49
782,25.14,70.4,1843,8,377,403.18,30.11
783,28.85,63.4,1947,9,361,400.22,29.81
784,29.26,68.6,2130,7,323,402.59,30.25
785,28.78,63.2,1173,3,313,403.75,29.31
786,29.05,67.3,2151,6,353,402.58,29.37
787,24.65,62.6,789,2,303,403.23,28.88
788,26.32,63.5,1618,8,307,401.3,28.15
789,24.28,67.9,2445,2,363,399.72,28.29
790,28.96,67.4,2982,10,339,399.72,28.63
791,27.37,61.5,1823,10,310,401.29,28.19
792,22.99,66,1849,4,357,398.87,27.35
793,26.53,69,675,8,356,397.79,26.35
794,26.2,63.4,1183,2,365,397.87,25.59
795,24.63,69.4,810,10,318,396.38,26.14
796,24.44,61.4,1406,9,335,396.68,26.46
797,22.55,69.5,3172,10,320,396.02,26.91
798,26.88,60.7,575,7,326,396.98,27.67
799,25.05,68.8,928,8,327,399.37,27.81
800,28.54,63.9,2735,3,320,402.61,28.39
801,27.74,68.1,2937,5,372,400.81,28.38
802,27.95,65.9,1782,8,323,400.02,28.73
803,26.45,64,1224,10,327,399.46,29.15
804,28.51,70.7,2536,8,385,397.95,28.96
805,24.71,70.5,1665,9,303,398.48,29.74
806,27.69,61.4,1769,5,363,403.06,30.24
807,29.87,70.1,2051,5,342,400.57,29.8
808,26.52,64.1,637,8,361,400.67,30.47
809,28.39,67.8,2627,6,377,397.2,29.48
810,26.67,67.6,2858,7,349,403.5,30.18
811,26.99,68.8,3048,10,381,398.42,30.08
812,25.94,66.4,3330,7,355,398.56,30.21
813,24.77,62.2,585,6,319,403.91,30.09
814,29.11,66.4,647,9,335,402.6,30.48
815,29.74,62.5,981,8,381,400.14,30.61
816,25.19,63.7,545,9,322,399.91,30.56
817,25.31,63.1,1831,2,347,399.49,30.47
818,29.27,64.4,3470,8,361,397.57,30.01
819,28.44,64.1,2455,7,383,397.18,30.39
820,29.34,61.5,1882,3,346,400.64,31.35
821,27.97,68.8,742,8,308,402.48,31.04
822,26.44,62.2,1382,6,303,397.81,30.72
823,26.52,68.9,1370,9,362,398.33,30.42
824,26.6,61.7,872,3,358,400.41,30.24
825,28.3,63.1,2072,2,375,396.42,30.79
826,25.7,66.7,2503,9,386,398.59,30.58
827,28.46,60.9,1473,5,355,403.9,30.82
828,25.98,68.5,1257,6,393,397.71,31.64
829,27.23,67.4,791,4,390,396.04,31.66
830,28.86,63.6,2620,4,357,401.91,30.88
831,28.08,63.2,2944,6,355,402.94,30.93
832,28.41,62.2,1396,8,390,402.84,31.36
833,29.42,61.4,641,10,317,397.83,32.22
834,25.87,61.5,738,9,315,396.74,33.03
835,28.58,68.7,3206,9,338,400.18,32.63
836,27.51,63.3,2679,9,352,403.77,32.01
837,29.57,64.7,1548,10,374,400.74,32.31
838,28.32,66.2,2934,7,399,399.7,32.99
839,25.54,63.9,2878,9,350,398.55,32.8
840,29.68,65.5,1621,6,369,400.69,33.79
841,28.67,68,3688,8,358,397.92,34
842,27.45,69.9,1456,5,336,403.03,33.19
843,30.7,61.4,793,9,325,403.06,33.8
844,29.17,62.4,1295,7,390,402.49,32.89
845,29.43,66.7,2729,10,350,396.69,32.87
846,28.04,70.5,1623,8,370,401.36,33.46
847,30.13,69.9,2354,9,308,402.8,33.23
848,30.08,63.2,3158,9,380,396.83,32.81
849,27.99,62.9,3075,6,316,403.22,33.04
850,25.88,65.7,2933,8,391,402.04,33.68
851,30.88,62,2638,2,396,397.19,33.75
852,27.51,62.7,1404,7,387,403.88,33.29
853,27.86,68.4,501,6,359,401.93,32.65
854,30.55,68.1,3249,4,395,397.91,33.05
855,30.24,65.7,594,9,359,399.55,33.02
856,30.37,67,3071,8,389,398.94,32.48
857,30.59,59.7,519,8,388,402.23,32.1
858,29.85,63.5,1192,6,356,397.17,31.89
859,27.62,70.2,1577,4,379,397.16,32.18
860,28.07,63.6,2885,9,387,399.47,32.36
861,28.24,64.1,805,5,317,402.94,31.81
862,28.65,67.5,2560,5,312,399.94,32.19
863,28.46,65.2,917,5,337,403.06,32.1
864,31.04,60,506,9,352,398.44,33.09
865,28.55,70.3,3643,6,316,400.34,32.23
866,29.33,62.1,1498,9,370,399.08,32.97
867,30.31,67.5,3833,9,337,400.52,33.35
868,28.61,69.9,3070,5,348,396.45,32.38
869,29.58,68.1,3232,2,328,401.78,31.47
870,26.17,60.3,1166,9,347,403.51,32.19
871,28,66.6,1381,2,380,403.23,32.75
872,26.43,68.7,1893,10,396,397.1,33.19
873,30.02,67.2,1682,8,365,401.2,32.87
874,27.81,65.5,1028,7,369,403.62,32.6
875,28.48,67.7,793,8,381,399.64,32.34
876,26.59,68.8,2020,10,300,403.73,33.29
877,29.82,60.7,1227,6,324,403.43,33.15
878,26.33,63.9,1618,8,337,401.08,33.49
879,29.33,64.5,2538,4,362,402.78,33.48
880,31.24,70.1,1458,6,328,403.57,33.59
881,28.8,63.1,2637,9,364,401.75,33.33
882,26.24,63.6,2633,9,393,396.13,33.45
883,28.33,61.6,502,4,333,402.56,33.36
884,29.53,69.6,3158,6,332,402.02,32.85
885,29.13,64.8,946,7,318,403.49,32.98
886,28.62,63.6,1618,2,338,403,33.02
887,26.67,62.1,3677,10,366,401.45,33.16
888,27.2,61.4,2349,10,339,400.54,32.93
889,29.23,62.9,3204,5,365,402.01,32.2
890,27.6,65.9,2213,9,380,400.53,32.68
891,28.95,64.6,573,9,301,401.05,33.09
892,27.64,67.6,947,6,313,403.3,32.77
893,26.37,66.2,3570,6,365,400.76,31.95
894,28.86,66,2162,9,383,403.9,32.52
895,25.58,63.4,1554,5,364,403.77,31.86
896,30.94,63.1,972,6,305,403.47,32.65
897,27.46,68.9,1074,10,384,402.38,33.44
898,25.78,69,1068,9,330,396.68,33.17
899,30.62,63.1,1110,2,323,398.12,33.54
900,29.71,61.7,1741,9,353,398.19,33.48
901,28.02,63,2492,9,338,396.09,33.31
902,30.38,66.7,2616,7,334,397.64,32.72
903,26.74,68.2,3132,8,379,403.03,33.56
904,30.71,70.7,2202,7,356,402.76,33.71
905,30.9,70.4,3052,7,387,401.75,33.53
906,27.54,67.1,766,6,346,398.44,33.36
907,30.15,62.4,629,9,333,397.64,34.1
908,28.32,71.1,3081,7,364,396.08,33.2
909,30.37,70.4,1662,10,302,396.82,32.98
910,30.21,61.3,675,9,313,399.93,33.6
911,31.59,69.8,2154,4,372,403.3,33.53
912,26.71,71,2475,3,343,396.33,33.17
913,30.96,67.7,2068,10,378,402.34,34.12
914,27.21,69.6,1854,9,302,400.65,34.92
915,31.58,66.8,3033,10,379,399.49,35.14
916,28.12,64.8,2119,9,348,399.13,35.29
917,30.85,68.5,2155,9,403,398.3,35.9
918,29.4,64.3,3256,10,316,396.69,36.54
919,33.28,62,2405,9,409,399.89,37.13
920,31.84,62,3353,5,385,402.07,36.88
921,29.38,69.7,3242,4,395,398.07,37.37
922,32.79,65.7,3680,7,322,400.11,37.68
923,28.93,71,2914,8,406,399.48,37.65
924,33.22,62,629,4,379,396.55,37.57
925,30.62,69.6,1758,7,313,402.53,38.34
926,32.96,68.6,1405,9,365,396.17,37.42
927,31.11,68,2260,7,391,400.38,37.32
928,30.02,63.8,4056,10,378,400.04,36.92
929,31.63,63.5,1261,8,364,399.23,36.78
930,28.61,64.4,2112,9,303,403.14,36.23
931,29.35,70.9,2935,10,321,402.67,36.56
932,29.02,69.4,2156,10,309,402.57,36.98
933,31.51,64,2161,6,384,402.71,37.23
934,30.6,67.3,1039,9,336,397.16,37.67
935,32.06,69.9,2980,7,337,396.75,38.13
936,32.06,68.8,2416,9,368,402.97,38.49
937,32.96,66.2,743,7,321,402.45,39.4
938,29.87,69.5,2571,7,378,401.77,39.74
939,30.19,63.3,3741,7,392,396.38,40.54
940,31.14,67.3,3015,8,364,397.98,40.24
941,33.48,69.6,1079,9,321,396.56,40.94
942,32.7,70.4,2852,4,313,403.41,40.98
943,31.69,64.2,4342,4,313,397.47,40.36
944,28.78,65.2,3018,8,365,399.53,39.49
945,31.48,68.7,1600,10,303,399.05,39.56
946,33.33,62.3,4434,2,324,401.26,40.37
947,34.26,68,984,7,400,396.21,41.24
948,31.95,61.7,773,9,379,396.3,41.65
949,34.26,62.4,3063,6,427,399.36,42.35
950,35.5,62.7,4180,9,334,396.97,41.83
951,33.69,64.3,2592,5,385,399.4,42.41
952,35.16,65.9,3970,8,388,396.4,42.15
953,34.61,68.7,2812,10,417,399.87,41.48
954,34.04,70.8,3213,9,385,401.57,41.9
955,30.82,71.2,3911,8,372,398.37,42.49
956,34.31,70.9,3887,6,358,399.71,43.25
957,35.75,65,4848,9,349,401.83,43.57
958,32.93,62.7,937,10,384,402.54,44.25
959,36.7,69.5,2824,7,390,398,44.82
960,31.66,69.8,4128,9,419,402.34,45.18
961,32.71,69.5,2131,9,325,402.2,45.38
962,37.06,70.2,4359,9,350,396.39,45.68
963,34.56,67.8,4893,10,408,399.49,46.22
964,36.59,69.4,3651,8,375,402.69,46.81
965,35.99,68.4,4932,9,402,403.3,46.3
966,36.74,64.5,2710,4,341,399.32,46.63
967,38.49,63.9,4200,9,346,400.88,47.13
968,34.58,64.7,1750,8,359,402.67,46.22
969,35.48,66.7,938,9,316,402.83,46.9
970,33.15,70.9,2793,8,322,403.51,46.7
971,33.15,67.3,2720,7,433,397.38,46.97
972,35,62.9,4943,7,356,401.63,46.35
973,36.36,63.3,4592,4,309,398.51,46.35
974,36.47,60.5,610,8,382,396.07,46.81
975,33.01,68.9,3725,9,367,397.07,46.49
976,35.25,70.9,2625,5,354,397.92,47.43
977,32.82,67.8,3722,10,312,402.57,47.45
978,36.29,67.1,3508,9,411,397.54,48.15
979,37.89,63.7,4288,9,374,399.04,48.51
980,34.26,66.3,618,7,346,396.08,48.62
981,35.64,64.5,1186,10,302,403.81,47.89
982,35.03,63,3789,9,407,400.1,47.54
983,34.62,67.4,4539,5,417,400.14,48.22
984,38.56,60.9,1217,7,414,400.98,47.31
985,34.1,70,1819,10,410,401.7,47.95
986,36.56,67.1,1337,9,408,402.81,46.95
987,32.58,67.5,2455,10,303,399.97,46.64
988,34,70.4,3754,4,347,397.67,46.39
989,35.34,67.7,3861,8,333,397.58,45.5
990,34.41,63.7,2340,9,424,398.94,45.05
991,35.9,64.8,3954,9,422,397.85,44.06
992,34.1,63.3,2009,4,365,398.24,43.76
993,37.1,62.8,3601,7,386,400.2,44.61
994,31.84,62.4,737,10,337,396.43,43.61
995,33.11,61.6,1455,4,329,396.2,44.56
996,33.21,68.8,3715,4,429,402.9,44.13
997,34.1,69.4,3419,9,415,398.16,43.89
998,35.86,67.4,2905,10,377,402.41,43.36
999,35.52,69.4,1177,7,362,398.74,43.73
1000,34.4,63.4,4743,9,412,403.2,44.5
1001,33.02,60.7,848,1,352,398.03,44.85
1002,32.08,66.1,2817,10,341,400.33,44.88
1003,33.91,68.6,1988,9,370,402.9,44.64
1004,36.63,64.3,1424,9,427,399.34,45.54
1005,34.64,69.5,1575,10,413,401.69,44.73
1006,34.66,68.3,648,9,356,401.35,43.95
1007,31.8,63.8,1652,6,411,397.08,43.57
1008,34.49,68.8,1887,7,389,401.73,43.72
1009,33.32,60.9,626,6,325,400.66,43.98
1010,31.9,66.4,2404,3,368,401.51,44.74
1011,33.11,65.4,1929,9,393,402.16,45.15
1012,36.79,66.8,3050,6,324,396.01,45.56
1013,32.4,66.2,732,6,350,399.32,45.19
1014,36.75,63.3,4757,9,330,397.47,46.07
1015,35.55,66.1,3697,7,345,397.47,46.64
1016,37.55,66.9,540,9,381,397.27,46.75
1017,34.44,61.4,2614,9,415,401.26,46.61
1018,34.48,63,1135,9,393,403.57,46.06
1019,35.25,64.8,1793,9,355,396.37,46.21
1020,33.78,60,749,9,330,396.12,46.08
1021,32.4,69.5,4560,0,402,397.21,46.32
1022,31.8,64.5,2281,1,430,403.83,45.52
1023,33.44,63,4465,10,415,398.44,46.26
1024,33.89,68.4,4421,8,411,399.49,46.43
1025,35.28,64.6,1913,10,302,402.76,46.82
1026,36.68,66.3,4386,8,416,400.41,46.46
1027,36.68,71.5,4635,10,438,401.61,47.33
1028,33.98,64.7,975,8,352,401.13,47.67
1029,35.66,69,1436,10,314,399.74,47.18
1030,32.81,66.8,1028,1,327,399.36,47.22
1031,37.77,68.2,1577,7,347,403.79,46.89
1032,37.88,70.3,2942,6,332,400.8,45.96
1033,34.3,67.4,3418,10,357,397.06,45.19
1034,35.9,65.7,1228,5,411,396.95,44.32
1035,32.24,67.7,4170,6,373,400.81,43.7
1036,33.67,63.4,2880,10,356,400.2,42.85
1037,30.59,65.7,1025,6,313,400.01,42.94
1038,31.8,69.7,3505,10,385,400.07,43.54
1039,34.98,64.7,887,9,430,400.99,43.5
1040,33.71,65.4,2777,9,380,401.61,43.84
1041,31.8,61.8,2268,7,421,397.63,43.76
1042,34.56,67.5,1003,6,334,400.07,44.17
1043,34.2,63.8,3815,10,391,397.58,44.86
1044,33.12,70.6,3788,10,393,402.18,44.8
1045,33.24,69.2,813,3,308,403.86,45.08
1046,31.39,71.5,4299,9,362,400.16,44.72
1047,34.12,61,2115,9,380,403.29,45.07
1048,37.09,65,2609,1,404,398.46,45.28
1049,34.11,71.8,3654,8,433,403.96,44.48
1050,31.73,62.8,2130,10,352,402.62,43.52
1051,32.38,68,3098,8,426,396.26,44.51
1052,32.2,67.2,2029,4,359,397.71,43.75
1053,34.14,67.4,2737,3,317,396.38,44.68
1054,36,62.1,1284,5,320,403.11,44.4
1055,32.71,71.7,3896,8,424,403.96,44.86
1056,31.76,67.8,4192,9,347,396.98,45.33
1057,37.53,65.6,1139,5,422,402.58,45.38
1058,35.24,67.9,4025,10,325,398.42,45.47
1059,35.71,62.8,4887,8,360,400.07,45.56
1060,35.42,66.3,4355,8,384,400.25,45.45
1061,33.05,62.1,3536,7,334,399.97,45.31
1062,35.49,69.1,3055,8,312,396.3,44.67
1063,37.72,61.5,1859,9,407,401.3,45.56
1064,37.14,71.5,5045,10,354,402.74,46.16
1065,35.68,70.3,2064,9,368,400.03,45.87
1066,35.2,64.4,4495,5,363,399.65,45.81
1067,32.28,65.5,2525,8,384,397.83,46.49
1068,35.84,67.8,2003,4,374,397.75,46.38
1069,37.74,65,2144,8,427,397.78,46.89
1070,35.76,62.2,3446,6,394,396.25,46.25
1071,36.69,67.2,2378,9,338,403.49,46.75
1072,32.52,64.4,3019,9,415,396.07,46.37
1073,34.46,63.5,4351,9,391,396.82,46.39
1074,34.77,61.8,1895,8,314,403.09,46.07
1075,36.24,71.1,3750,9,341,398.31,45.42
1076,32.58,68.4,4275,4,410,397.51,44.54
1077,32.37,66.2,1156,10,361,398.45,43.91
1078,33.47,69.9,4291,9,360,397.15,44.43
1079,31.41,65.2,3070,10,335,399.14,43.77
1080,36.45,63,4338,6,328,399.21,44.02
1081,33.72,59.1,549,10,421,396.84,44.64
1082,31.92,71.8,4695,5,376,402.05,45.36
1083,33.1,69.4,2305,10,313,397.27,45.82
1084,34.89,63.5,1131,6,435,403.83,46.45
1085,34.51,60.9,1658,9,341,397.86,46.54
1086,36.09,66.6,846,1,414,399.46,46.49
1087,35.58,63.8,841,9,307,402.2,46.69
1088,33.55,67.1,3693,7,352,400.3,46.96
1089,36.21,72.1,4509,10,334,401.96,47.08
1090,35.4,65.9,1491,9,429,398.42,47.91
1091,37.22,66.5,3848,2,355,399.3,47.31
1092,34.04,69,2739,10,349,399.89,47.04
1093,33.19,69.7,1172,8,427,397.66,47.02
1094,36.82,70.9,4411,7,379,403.65,48.02
1095,37.79,64.9,1280,3,304,401.99,48.8
1096,38.1,70.3,2966,9,382,400.05,48.52
1097,38.5,68.3,3088,8,406,397.96,47.98
1098,35.19,67.7,2154,10,435,401.71,48.78
1099,33.79,64.5,4842,7,361,396.87,49.49
1100,38.87,62.5,3281,10,392,399.89,50.02
1101,37.39,72,5333,5,370,397.98,49.37
1102,34.77,68,4086,7,363,396.71,50.33
1103,36.88,66.8,3580,4,368,401.38,50.43
1104,37.85,62.7,4406,4,417,402.28,49.65
1105,38.4,68.8,3481,9,385,400.36,49.82
1106,35.38,66.5,1391,8,383,399.1,50.6
1107,36.03,62.6,1636,10,393,401.85,50.51
1108,38.23,63,5090,5,391,398.99,50.96
1109,36.8,71.3,5507,10,449,401.54,50.16
1110,38.62,60.1,699,9,325,403.02,51.02
1111,38.7,67.9,1844,10,325,397,50.03
1112,35.34,67,3332,9,307,397.77,50.9
1113,37.77,64.8,615,10,370,403.14,50.98
1114,38.07,63.3,5369,5,388,402.47,50.53
1115,38.04,65.1,1996,8,337,400.37,51.3
1116,37.27,64.2,5250,9,450,398.06,50.93
1117,36.23,70.4,4993,7,324,401.83,51.79
1118,34.94,69.9,1891,9,364,399.65,51.46
1119,38.1,64.5,1098,9,351,403.83,50.71
1120,36.39,71.3,4673,8,320,403.31,51.19
1121,36.17,65.7,2380,8,418,397.2,51.77
1122,35.65,69.8,5265,6,356,401.12,50.97
1123,36.63,63.1,1784,6,352,403.12,51.42
1124,39.49,67.8,4754,5,375,402.96,50.44
1125,38.57,65.4,2225,9,430,400.66,51.1
1126,39.36,69.4,2078,9,316,396.16,51.37
1127,37.15,66.6,2021,8,323,399.8,50.87
1128,36.57,63.4,1052,10,358,397.91,51.25
1129,37.5,64.5,819,6,335,402.78,51.47
1130,40.27,66.2,815,10,413,397.77,51.17
1131,37.44,67.5,4957,6,423,403.05,50.83
1132,36.92,68.3,559,3,385,398.44,50.01
